Genero,PersonaMayor,Socio,Dependientes,Permanencia,ServicioTelefonico,VariasLineas,ServicioInternet,SeguridadLinea,CopiaSeguridadLinea,ProteccionDispositivo,ServicioTecnico,ServicioTV,ServicioPeliculas,Contrato,FacturacionElectronica,MetodoPago,RecargoMensual,TotalRecargo,Abandono
Masculino,0,Si,No,4,Si,Si,DSL,No,No,Si,No,Si,No,Mensual,No,Cheque Electrónico,65.6,250.1,No
Masculino,1,No,No,20,Si,Si,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,84.35,1745.2,No
Masculino,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por Correo,44.65,74.9,Si
Masculino,1,Si,No,57,Si,Si,DSL,No,Si,Si,No,Si,No,un anio,Si,Tarjeta de crédito (automática),71.1,4140.1,No
Femenino,1,Si,No,44,Si,No,Fibra Óptica,Si,Si,No,Si,No,No,Mensual,Si,Cheque Electrónico,85.15,3670.5,No
Masculino,0,No,No,24,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,Cheque por Correo,49.7,1167.8,No
Masculino,0,Si,Si,15,No,Sin Servicio Telefónico,DSL,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),30.2,469.65,No
Femenino,0,No,No,3,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,25.25,58.9,Si
Femenino,0,No,Si,4,Si,Si,Fibra Óptica,No,Si,Si,No,No,No,Mensual,No,Transferencia bancaria (automática),84.05,333.55,Si
Masculino,1,Si,No,37,Si,Si,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,85.7,3171.15,Si
Femenino,0,No,No,1,Si,No,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Cheque Electrónico,74.7,74.7,Si
Femenino,0,No,No,24,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,Tarjeta de crédito (automática),56.35,1381.2,No
Femenino,0,No,No,5,Si,Si,Fibra Óptica,No,Si,No,No,Si,No,Mensual,Si,Cheque Electrónico,90.8,455.5,Si
Femenino,0,No,No,33,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,No,Cheque Electrónico,107.55,3645.5,No
Femenino,0,Si,Si,58,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Cheque por Correo,19.85,1158.85,No
Femenino,0,Si,Si,72,Si,Si,Fibra Óptica,Si,Si,No,No,Si,No,dos anios,Si,Transferencia bancaria (automática),95.9,6954.15,No
Femenino,0,Si,No,71,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,23.85,1672.1,No
Femenino,1,No,No,28,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,106.15,3152.5,Si
Masculino,0,Si,No,51,Si,No,DSL,Si,Si,Si,Si,Si,Si,dos anios,Si,Tarjeta de crédito (automática),83.85,4307.1,No
Femenino,0,No,No,30,Si,No,DSL,Si,Si,Si,Si,Si,Si,un anio,No,Transferencia bancaria (automática),85.35,2530.4,Si
Masculino,1,Si,No,72,Si,No,Fibra Óptica,Si,Si,No,Si,No,No,dos anios,Si,Tarjeta de crédito (automática),84.8,6141.65,No
Masculino,1,No,No,36,Si,Si,Fibra Óptica,Si,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,90.85,3186.7,Si
Masculino,0,No,Si,14,Si,No,DSL,Si,Si,Si,Si,No,Si,dos anios,No,Transferencia bancaria (automática),76.1,1054.8,No
Femenino,0,Si,Si,72,Si,Si,DSL,Si,Si,No,Si,Si,No,dos anios,No,Cheque por Correo,74.55,5430.65,No
Femenino,0,Si,Si,22,No,Sin Servicio Telefónico,DSL,No,Si,No,No,Si,No,Mensual,No,Cheque Electrónico,39.2,849.9,No
Femenino,0,No,No,2,Si,Si,Fibra Óptica,No,Si,No,No,No,No,Mensual,No,Cheque Electrónico,79.55,151.75,No
Femenino,0,No,No,15,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,19.6,299.4,No
Masculino,0,Si,Si,51,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),19.55,1086.75,No
Masculino,0,Si,No,70,No,Sin Servicio Telefónico,DSL,Si,No,Si,Si,No,No,dos anios,Si,Tarjeta de crédito (automática),39.15,2692.75,No
Femenino,0,Si,Si,71,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),20.1,1389.6,No
Femenino,0,Si,Si,39,Si,Si,Fibra Óptica,No,No,No,Si,Si,Si,Mensual,Si,Tarjeta de crédito (automática),99.95,3767.4,No
Femenino,0,Si,Si,61,Si,Si,DSL,Si,Si,No,No,No,No,Mensual,No,Cheque Electrónico,59.8,3641.5,No
Femenino,0,No,No,52,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),49.75,2535.55,No
Femenino,0,No,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,35.75,35.75,Si
Masculino,0,Si,No,64,Si,Si,Fibra Óptica,Si,No,Si,Si,Si,Si,un anio,Si,Cheque por Correo,108.5,6880.85,No
Masculino,0,Si,No,62,Si,No,DSL,No,Si,Si,Si,No,No,dos anios,Si,Tarjeta de crédito (automática),60.15,3753.2,No
Masculino,0,Si,No,30,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,19.05,637.55,No
Femenino,1,Si,Si,4,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,46.0,181.6,Si
Masculino,1,Si,No,63,Si,No,DSL,Si,Si,Si,Si,Si,Si,un anio,Si,Transferencia bancaria (automática),84.0,5329.55,No
Femenino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),44.55,44.55,No
Masculino,0,Si,No,15,Si,Si,Fibra Óptica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque Electrónico,103.45,1539.8,No
Masculino,0,Si,Si,27,Si,No,Fibra Óptica,Si,Si,No,No,No,No,un anio,Si,Tarjeta de crédito (automática),80.65,2209.75,No
Femenino,0,No,Si,4,No,Sin Servicio Telefónico,DSL,Si,Si,Si,No,Si,Si,Mensual,Si,Cheque por Correo,57.2,223.75,No
Femenino,0,Si,No,72,Si,Si,Fibra Óptica,Si,Si,Si,No,Si,Si,dos anios,Si,Cheque Electrónico,110.75,7751.7,No
Masculino,1,Si,No,45,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Tarjeta de crédito (automática),24.7,1174.35,No
Femenino,1,No,No,45,Si,Si,Fibra Óptica,Si,Si,No,Si,Si,No,Mensual,Si,Cheque Electrónico,97.05,4385.05,No
Femenino,0,No,No,36,Si,No,DSL,Si,Si,Si,Si,Si,No,un anio,Si,Cheque por Correo,76.35,2606.35,No
Masculino,0,Si,Si,17,Si,No,Fibra Óptica,Si,No,Si,No,Si,No,Mensual,Si,Cheque Electrónico,89.4,1539.45,Si
Masculino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,18.9,18.9,No
Masculino,1,No,No,16,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),74.45,1261.35,No
Masculino,0,No,No,3,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque por Correo,19.8,58.15,Si
Masculino,0,Si,Si,4,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,50.9,225.6,Si
Femenino,0,Si,No,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,dos anios,Si,Tarjeta de crédito (automática),84.4,5969.3,No
Masculino,0,Si,Si,10,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque por Correo,24.4,253.9,No
Masculino,0,Si,Si,20,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,20.05,400.0,No
Masculino,0,No,No,4,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,81.0,340.85,Si
Masculino,0,No,No,26,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,98.35,2515.3,Si
Femenino,0,No,No,4,Si,No,DSL,No,No,No,No,Si,No,Mensual,No,Tarjeta de crédito (automática),55.5,227.35,No
Masculino,0,No,No,5,No,Sin Servicio Telefónico,DSL,No,Si,No,No,Si,Si,Mensual,Si,Cheque por Correo,51.0,305.95,Si
Femenino,0,Si,No,4,Si,Si,Fibra Óptica,No,Si,No,No,Si,No,Mensual,Si,Cheque Electrónico,91.65,365.4,Si
Masculino,1,Si,No,29,Si,Si,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,84.3,2357.75,No
Masculino,0,No,No,2,Si,No,Fibra Óptica,Si,Si,No,No,Si,Si,Mensual,No,Cheque Electrónico,100.2,198.5,No
Femenino,0,No,No,29,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,19.4,554.25,No
Masculino,0,No,Si,1,Si,No,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,90.85,90.85,Si
Masculino,0,No,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,No,Cheque por Correo,69.4,69.4,Si
Femenino,1,No,No,8,Si,No,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Tarjeta de crédito (automática),94.45,742.95,Si
Masculino,0,No,No,13,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque Electrónico,20.4,251.65,No
Femenino,0,Si,No,59,Si,Si,Fibra Óptica,Si,Si,No,No,Si,No,Mensual,Si,Cheque Electrónico,94.75,5597.65,No
Femenino,0,Si,Si,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Tarjeta de crédito (automática),20.15,20.15,Si
Masculino,1,No,No,50,Si,Si,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,95.7,4816.7,Si
Masculino,0,Si,No,18,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),44.35,768.05,No
Femenino,0,Si,Si,17,Si,No,DSL,Si,Si,No,No,Si,Si,Mensual,No,Cheque por Correo,74.55,1215.8,No
Masculino,0,Si,No,47,Si,No,DSL,No,Si,Si,No,Si,Si,dos anios,No,Cheque Electrónico,73.6,3522.65,No
Femenino,0,No,No,26,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),74.95,1834.95,Si
Femenino,0,No,No,6,No,Sin Servicio Telefónico,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,47.95,305.1,Si
Masculino,0,Si,Si,19,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito (automática),50.1,910.45,No
Femenino,0,No,No,3,Si,Si,DSL,No,No,No,Si,Si,No,Mensual,Si,Cheque Electrónico,63.6,155.65,Si
Femenino,1,Si,Si,68,No,Sin Servicio Telefónico,DSL,No,Si,Si,No,Si,Si,dos anios,Si,Cheque Electrónico,53.0,3656.25,No
Femenino,0,Si,No,2,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Transferencia bancaria (automática),19.85,52.0,No
Masculino,0,No,No,7,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,un anio,Si,Tarjeta de crédito (automática),24.35,150.85,No
Femenino,0,No,No,18,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque por Correo,19.55,389.25,No
Femenino,0,Si,No,71,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),25.05,1873.7,No
Masculino,1,Si,No,13,Si,Si,Fibra Óptica,Si,Si,No,No,No,Si,Mensual,No,Tarjeta de crédito (automática),93.8,1261.0,No
Masculino,0,No,No,3,No,Sin Servicio Telefónico,DSL,No,Si,No,Si,No,No,Mensual,Si,Cheque por Correo,36.85,108.7,Si
Masculino,0,Si,No,72,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,dos anios,Si,Transferencia bancaria (automática),103.75,7346.2,No
Masculino,0,Si,Si,66,No,Sin Servicio Telefónico,DSL,No,Si,Si,No,Si,Si,dos anios,Si,Tarjeta de crédito (automática),56.75,3708.4,No
Masculino,0,Si,Si,24,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Tarjeta de crédito (automática),20.8,469.65,No
Femenino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,44.1,44.1,Si
Femenino,0,Si,Si,56,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Cheque por Correo,24.45,1385.85,No
Femenino,1,Si,No,22,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Transferencia bancaria (automática),25.6,548.8,No
Masculino,0,No,No,14,No,Sin Servicio Telefónico,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,50.75,712.75,Si
Femenino,1,Si,No,61,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,un anio,Si,Tarjeta de crédito (automática),104.4,6405.0,Si
Femenino,1,Si,No,40,No,Sin Servicio Telefónico,DSL,No,Si,No,No,Si,No,Mensual,Si,Cheque Electrónico,39.3,1637.4,Si
Femenino,0,No,No,42,Si,No,DSL,Si,Si,Si,No,No,No,Mensual,No,Transferencia bancaria (automática),59.65,2536.55,No
Femenino,0,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),83.3,6042.7,No
Femenino,0,No,No,12,Si,Si,Fibra Óptica,No,No,No,Si,No,No,Mensual,Si,Tarjeta de crédito (automática),79.55,958.25,No
Masculino,0,Si,No,71,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),24.45,1730.65,No
Femenino,0,Si,No,26,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,19.2,459.6,No
Femenino,0,No,Si,7,No,Sin Servicio Telefónico,DSL,Si,No,No,No,No,No,Mensual,No,Cheque por Correo,29.8,201.95,No
Femenino,0,Si,Si,6,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por Correo,45.5,285.2,No
Femenino,0,No,No,58,Si,No,Fibra Óptica,Si,Si,Si,No,Si,Si,un anio,Si,Cheque Electrónico,106.45,6145.85,Si
Masculino,0,Si,No,51,No,Sin Servicio Telefónico,DSL,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),30.05,1529.45,No
Masculino,0,Si,Si,72,No,Sin Servicio Telefónico,DSL,Si,Si,Si,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),65.65,4664.5,No
Femenino,0,No,No,18,Si,No,Fibra Óptica,Si,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,96.05,1740.7,Si
Femenino,0,No,No,7,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),75.1,552.95,Si
Femenino,0,No,No,47,Si,Si,DSL,Si,Si,No,Si,No,Si,dos anios,No,Cheque por Correo,74.05,3496.3,No
Masculino,1,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,44.7,93.7,Si
Masculino,1,No,No,62,Si,Si,Fibra Óptica,No,Si,Si,Si,Si,Si,un anio,Si,Transferencia bancaria (automática),110.75,7053.35,No
Femenino,0,Si,Si,16,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,19.7,301.55,No
Masculino,0,No,No,6,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,Tarjeta de crédito (automática),49.5,312.7,No
Masculino,0,No,No,19,Si,No,DSL,No,No,Si,Si,No,No,Mensual,Si,Tarjeta de crédito (automática),55.0,1046.5,Si
Femenino,0,Si,Si,69,No,Sin Servicio Telefónico,DSL,Si,No,Si,No,No,Si,dos anios,Si,Tarjeta de crédito (automática),43.95,2960.1,No
Masculino,0,Si,Si,11,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,74.35,834.2,Si
Femenino,0,Si,No,64,Si,Si,Fibra Óptica,No,Si,Si,Si,Si,Si,Mensual,Si,Cheque Electrónico,111.15,6953.4,No
Femenino,0,Si,No,39,Si,No,Fibra Óptica,Si,No,Si,Si,Si,Si,un anio,Si,Tarjeta de crédito (automática),104.7,4134.85,Si
Femenino,0,No,No,15,Si,Si,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque por Correo,55.7,899.8,Si
Masculino,0,No,No,25,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.6,541.5,No
Femenino,0,No,No,6,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),19.65,116.85,No
Masculino,0,Si,No,66,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,un anio,No,Transferencia bancaria (automática),115.8,7942.15,No
Femenino,0,No,No,61,Si,Si,DSL,No,Si,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),88.65,5321.25,No
Femenino,1,Si,No,43,Si,Si,Fibra Óptica,Si,Si,No,No,Si,No,Mensual,Si,Cheque Electrónico,94.5,4156.8,No
Femenino,0,No,No,12,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.1,223.6,No
Masculino,1,No,No,23,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,Si,Mensual,Si,Transferencia bancaria (automática),34.65,768.45,No
Masculino,1,Si,No,71,No,Sin Servicio Telefónico,DSL,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),52.3,3765.05,No
Femenino,0,No,No,34,Si,Si,DSL,No,No,No,Si,Si,No,Mensual,No,Cheque por Correo,65.0,2157.5,No
Femenino,0,No,No,5,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Tarjeta de crédito (automática),19.85,108.05,Si
Femenino,0,Si,No,41,No,Sin Servicio Telefónico,DSL,No,Si,No,Si,No,No,un anio,No,Cheque por Correo,35.45,1391.65,No
Femenino,0,Si,Si,72,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),19.7,1379.8,No
Masculino,1,No,No,14,Si,Si,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,95.6,1273.3,No
Femenino,0,No,No,41,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Cheque por Correo,19.85,810.45,No
Femenino,0,Si,Si,23,Si,Si,Fibra Óptica,Si,No,No,No,No,No,un anio,No,Tarjeta de crédito (automática),81.85,1810.85,No
Masculino,0,Si,Si,71,Si,No,Fibra Óptica,Si,Si,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),109.3,7782.85,No
Femenino,0,No,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,70.3,70.3,Si
Masculino,0,Si,No,72,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,25.4,1797.1,No
Masculino,0,Si,Si,6,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,69.8,377.85,No
Masculino,0,Si,Si,23,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Tarjeta de crédito (automática),20.0,445.3,No
Masculino,1,Si,No,10,Si,Si,Fibra Óptica,No,No,No,No,No,Si,Mensual,No,Cheque Electrónico,85.55,851.75,Si
Femenino,0,No,No,72,Si,No,Fibra Óptica,Si,Si,Si,Si,Si,Si,dos anios,Si,Cheque Electrónico,109.9,7624.2,No
Femenino,0,Si,No,7,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),50.3,355.1,No
Masculino,0,No,Si,6,Si,No,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,No,Cheque por Correo,94.5,575.45,Si
Masculino,0,Si,Si,9,Si,No,Fibra Óptica,No,Si,No,Si,Si,Si,Mensual,Si,Cheque Electrónico,101.5,906.85,No
Femenino,0,No,No,12,Si,Si,Fibra Óptica,No,Si,No,No,No,Si,Mensual,Si,Cheque Electrónico,89.15,1057.55,No
Femenino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque por Correo,19.4,19.4,No
Femenino,1,Si,Si,48,No,Sin Servicio Telefónico,DSL,No,Si,No,No,No,No,un anio,No,Transferencia bancaria (automática),29.9,1388.75,No
Masculino,0,No,No,20,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,No,Cheque Electrónico,78.8,1641.3,No
Femenino,1,Si,No,16,Si,Si,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Tarjeta de crédito (automática),85.35,1375.15,Si
Femenino,0,No,No,2,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque por Correo,79.65,152.7,Si
Femenino,0,No,No,10,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Cheque por Correo,19.3,185.2,No
Femenino,1,No,No,2,Si,No,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,79.6,195.05,Si
Masculino,0,Si,Si,20,Si,Si,Fibra Óptica,No,Si,No,Si,Si,No,Mensual,No,Cheque por Correo,96.8,1826.7,No
Masculino,0,Si,No,20,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,20.65,417.5,No
Masculino,0,Si,Si,19,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,19.8,344.5,No
Masculino,1,No,No,19,Si,Si,Fibra Óptica,Si,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,90.6,1660.0,Si
Masculino,0,Si,No,22,Si,No,Fibra Óptica,Si,Si,No,Si,Si,Si,Mensual,Si,Cheque Electrónico,104.6,2180.55,No
Femenino,0,No,No,35,Si,Si,Fibra Óptica,No,No,No,Si,No,No,Mensual,No,Tarjeta de crédito (automática),80.05,2835.9,No
Femenino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por Correo,45.15,45.15,No
Masculino,0,No,No,39,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),73.15,2730.85,No
Femenino,1,Si,No,54,Si,No,Fibra Óptica,No,No,Si,Si,Si,Si,un anio,Si,Cheque Electrónico,99.1,5437.1,No
Femenino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Transferencia bancaria (automática),20.2,20.2,Si
Masculino,0,Si,No,66,Si,Si,Fibra Óptica,Si,No,Si,No,Si,Si,dos anios,Si,Tarjeta de crédito (automática),106.05,6981.35,Si
Masculino,0,No,No,56,Si,Si,Fibra Óptica,Si,No,No,Si,Si,Si,Mensual,Si,Cheque por Correo,105.35,5794.45,No
Masculino,0,No,Si,18,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),45.65,747.2,No
Femenino,0,Si,Si,16,Si,Si,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),79.95,1267.95,No
Femenino,0,No,No,68,Si,No,DSL,Si,No,Si,No,No,No,un anio,Si,Tarjeta de crédito (automática),54.45,3674.95,No
Femenino,1,Si,No,53,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),25.1,1275.6,No
Femenino,0,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),84.7,5893.9,No
Masculino,0,No,No,9,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,75.85,724.65,No
